user_id,movie_id,predicted_rating_linear,predicted_rating_forest,actual_rating
489,453,2.8103151240024262,2.9825290062617373,1.0
199,804,3.0115881886219538,2.99234073289284,3.0
146,143,3.2419308528407202,3.016414719445622,5.0
476,63,2.9355893543335934,2.9996048753853,1.0
466,241,2.8955734567941467,2.973802975659848,4.0
488,578,2.6380882428104933,3.011249723193095,4.0
181,220,2.9125201430814722,2.9783468695492985,5.0
266,77,3.185598205912047,2.9824909061063187,2.0
166,705,3.0301819737062776,2.99234073289284,4.0
224,99,2.946012759694576,2.9785155782377126,1.0
416,882,3.024777738612353,2.990242228928233,3.0
473,924,3.0165875422280215,3.0019572727914516,3.0
57,207,3.2536158734958183,2.8452651236663535,4.0
122,502,2.7513930526521952,2.9888686911652975,1.0
144,20,2.9455641493676117,2.983786595730446,4.0
423,532,3.2293954777662544,2.9781097812293096,4.0
439,903,3.087933684322557,2.9546843456995204,3.0
307,607,2.9920812968290407,2.990494469156199,1.0
231,681,2.9248428833059252,3.0092361227034483,4.0
397,458,3.0026039550432806,2.996088715509649,2.0
346,633,2.943170075867154,2.9913525829469565,3.0
139,883,3.2164106865392967,2.881008260620626,5.0
306,278,3.1760888901502944,2.9919821148433847,2.0
186,965,2.9360565187698544,2.9872709400995205,1.0
208,353,3.3436611760023123,2.9179632971565055,1.0
448,688,2.6518707549384843,2.8939683076739002,4.0
402,666,3.709121884458577,3.084843936981821,1.0
122,268,2.8968266798582154,2.9775400004707,3.0
128,803,3.0281263023474603,2.9879296908871593,1.0
14,700,2.9393462754962374,2.9825290062617373,3.0
212,248,2.987310118391704,2.9892452666084166,3.0
37,813,3.173821921186507,2.994150175237585,3.0
453,185,3.035434086899375,2.963811158700588,1.0
196,403,3.1138599551381554,2.939776577242858,4.0
415,71,3.20477451711433,2.9770932267441554,4.0
6,509,2.923323666078325,2.987754025039452,4.0
108,136,3.602263223204928,2.940117146413756,4.0
290,874,3.007179818832568,2.9778474927686007,2.0
347,289,2.9501283821312763,2.9497428121644766,1.0
460,588,2.5609142776118103,3.0064041567219726,5.0
317,876,2.912092974956995,2.994558243851679,1.0
165,814,3.142044073621955,3.0610666103537887,2.0
288,609,2.7647026078793595,2.9789366987953514,1.0
454,996,2.9678920708651804,2.9924589692709036,1.0
494,880,2.948019678501438,2.9853694620612305,2.0
84,37,3.022370453947629,2.9795681344957887,4.0
270,972,3.2464510152596704,3.02216574006809,3.0
385,207,3.2406250556458174,3.1272557570466364,2.0
380,802,3.199746010988744,3.074689878039359,3.0
126,460,2.966446065766585,2.990721169997802,4.0
96,467,2.7803490891435843,2.9752997630780396,4.0
114,756,3.3802005390059766,3.0467263517227416,2.0
496,476,3.1272493566976904,2.999619591344357,1.0
281,198,2.9914626622542984,3.00021947351835,1.0
212,155,2.9304137357328646,3.0111516847569306,4.0
335,240,3.022987314628265,3.003146415645304,5.0
333,880,2.9339454203502084,2.9873796454049373,1.0
194,193,3.119838047300376,3.0065387038947766,1.0
45,613,2.650364022319568,2.949059006903437,2.0
289,579,3.0556834251292733,3.0070931394254568,4.0
6,745,2.8395712691539665,2.9362625026208264,4.0
493,890,2.555870937474626,2.992291702797166,3.0
79,103,2.8120285453139555,2.9524414339013987,2.0
97,28,2.723123624394455,2.9137670977363017,3.0
46,620,3.098956130901403,3.0076681828432896,4.0
432,595,2.927744103989642,3.0038984418237917,1.0
207,614,2.9194934216269464,2.970511168964563,4.0
358,79,2.9678828273733355,2.9432648242299053,4.0
278,192,2.9429782481751103,2.9879296908871593,5.0
344,269,2.505529215485552,2.98187913892469,4.0
152,257,2.9311101649884024,2.9915592667221973,4.0
395,492,2.7301691174588534,3.019224012350181,1.0
433,942,2.916016817470293,2.9679111962310243,1.0
415,268,2.9042749969112673,2.98360893892741,4.0
152,227,3.277919032597186,2.9967088941982793,5.0
486,589,2.9162540739824596,2.906540856843575,2.0
140,702,3.0546957873976877,2.99234073289284,2.0
172,141,2.8561919536909817,2.93128494117253,2.0
57,579,3.066474756655956,2.930511813949405,1.0
366,783,2.918219978087647,2.998417756211034,2.0
155,286,2.970565910832845,2.9785155782377126,1.0
278,254,2.7271600322437246,2.980858048709888,2.0
10,513,2.669502050793411,2.9230903504700194,3.0
469,492,2.689718338490616,2.8834030704547975,3.5
492,494,2.916250399688424,2.95057914871673,3.0
382,966,2.8766897275078307,2.9527742468392932,3.0
366,200,2.9692109535259323,2.99234073289284,1.0
75,125,2.734899216239846,2.9333606273834785,3.0
206,85,3.086105640587435,2.9993033153934743,2.0
38,666,3.774216862356766,3.1323551947187673,5.0
196,19,3.177039379182638,2.877419383721689,3.0
193,164,2.9574511126656935,2.982324039730949,2.0
10,184,3.1394508875970373,2.973022668677451,5.0
426,349,2.751484112525334,2.9834675319058572,2.0
97,750,2.8108315491327334,2.9548640548002836,1.0
248,553,2.7739039956932063,2.9265057181540266,2.0
76,182,2.9626490689664893,2.992992863791443,4.0
273,778,2.690443719536482,2.867417133878847,5.0
452,807,3.003467750638858,2.9970233982794285,5.0
65,249,2.778919814967111,2.9850623933985787,2.0
379,784,2.9553076770407674,2.998344029584098,5.0
394,584,3.0440993477805276,2.985079141069453,2.0
356,592,2.481431101629073,3.01028248851647,3.0
412,315,2.866029749671398,2.9582485736433015,4.0
322,463,2.891432449305982,2.9829487346520875,5.0
241,640,2.970435567876567,3.00216064255069,3.0
385,141,2.8595916714245937,2.949727853163961,4.0
379,310,2.9850361976128057,2.9959991267414225,3.0
376,612,2.917361897224029,2.989491824312554,4.0
107,96,2.9521221751766946,2.982924003268929,2.0
12,571,3.0167429428165833,2.989312456660148,3.0
239,606,2.984604226852754,3.002583419129562,2.0
93,452,3.1271401835445642,3.0279989441216113,1.0
188,728,3.3384587766862017,2.9923547905082444,1.0
146,6,2.815935237123411,2.987359466643152,5.0
83,715,2.933579871248346,2.9891227839277663,1.0
436,816,2.9387597116383026,2.93039828214431,3.0
289,123,3.0902909790262854,2.972815842995603,3.0
445,78,3.321904571448832,3.016860761113161,1.0
163,540,2.975057291648205,2.9842668055348396,3.0
151,823,3.089000964463965,3.0145183783727934,2.0
430,491,3.204003809585974,3.0489496067211825,5.0
460,399,2.847389376779168,2.9859889134063327,2.0
496,411,2.962298220798029,2.999619591344357,5.0
430,938,3.0833133209279606,3.027812975987354,3.0
64,216,3.2894034752814054,2.9853663616562205,2.0
251,471,2.98351988901805,2.943182589734007,2.0
86,405,3.016553496890646,2.9835894915929795,3.0
455,779,2.2504219569756643,2.9458894134206832,4.0
400,999,3.15361836227694,3.0185782174322884,2.0
20,606,2.9695267450988507,2.9421890209575055,5.0
78,589,2.912765916769773,3.0007244032694143,4.0
439,913,2.9580167990991186,2.9628213796872616,5.0
294,682,2.943622738142055,2.986608503474409,4.0
330,43,3.0240055740304186,2.994078532165942,2.0
188,525,2.944938910795352,2.983878626204912,3.0
455,681,2.941221227419368,3.016841781794112,4.0
147,596,2.766078269683155,2.99073572777251,1.0
350,48,2.7443192552053715,2.976980798024856,3.0
14,494,2.886164330910768,2.97483975546822,3.0
383,300,2.9963043811571533,2.9901181351281383,4.0
427,846,3.1085551766961617,2.978360687444021,5.0
119,54,3.0006138325714797,2.9923754782786536,5.0
384,791,3.04504895673589,3.0036781164069493,2.0
363,705,3.0634463694695846,3.0038984418237917,4.0
45,76,3.0202676209962243,2.9691994836570967,3.0
444,735,2.9650123620774504,3.004362720573255,5.0
53,438,2.944762119202385,2.9829969212601424,3.0
401,42,2.9418018668366335,2.980586240457847,1.0
400,637,4.026769663403259,3.0882872084819626,2.0
227,352,3.0018887854313046,2.994078532165942,2.0
469,540,2.957325350604893,2.958265977493229,3.0
423,94,2.80717712015174,2.97420455247114,2.0
261,216,3.2692223055368244,2.9971817266453153,1.0
152,175,2.9311101649884024,2.9915592667221973,2.0
389,87,2.67086418154485,2.986040809847736,5.0
424,95,2.8708139014811636,2.9901699845009557,4.0
335,499,3.050009391909715,3.012020287789572,1.0
350,21,2.8917635349676982,2.9576822391258304,1.0
145,868,2.9282930101214335,2.978027985665644,5.0
43,228,3.0396079669651668,2.980659916037025,1.0
117,707,2.878652163074469,2.9828609502109806,4.0
260,820,3.230392917184362,3.0025281688878387,1.0
390,317,2.9590627846933244,3.006898837868124,5.0
84,341,2.9534584684350196,2.9795681344957887,4.0
298,984,2.310642052863235,2.8400948253105183,5.0
157,19,3.223673317753132,3.0213143536517193,5.0
402,120,2.9394508751351327,2.9799739315041918,4.0
341,689,2.9370478122463792,2.9753706503352713,2.0
355,70,2.9513847441725023,2.983851670885338,3.0
221,802,3.1918710725995916,3.0132342166547077,2.0
136,625,2.9350025413086995,2.9772496041296215,1.0
13,665,2.815895427483829,2.9500524052603754,2.0
403,138,3.6620978057529934,2.9957540913023792,2.0
497,792,2.888472091167017,2.993143892588571,1.0
121,16,3.0915669842742997,3.0164989373998283,3.5
392,179,2.940842502462181,2.986020553591041,3.0
188,293,2.9669979484595745,2.9922829112393963,2.0
42,397,2.7854865480083237,2.9923208586561345,5.0
139,511,3.399504434711296,3.008695349351389,2.0
204,45,3.0891390883573346,3.08338076650219,3.0
57,438,2.9172899666139784,2.9157663326358123,3.0
267,813,3.1474859434696594,3.048765589104138,4.0
382,76,2.993436127213125,2.956368184446691,5.0
88,160,2.9534635806363947,2.9898117830991953,1.0
416,946,3.3442702059208838,3.023663403802839,5.0
414,398,2.9920208723467128,3.003912935026177,1.0
406,470,2.4014383679854743,2.9009160324551972,5.0
380,576,3.0300901560132547,3.0071682979759458,5.0
149,190,2.8676850551547535,2.9869878848249827,3.0
124,281,2.945926824104268,2.9912410599870456,4.0
84,541,2.7189734136638317,2.9795681344957887,4.0
36,554,3.0074879894882347,3.012020287789572,5.0
205,865,2.9841973874881527,2.9836285623831187,3.0
295,464,2.828134699942024,3.035781653242158,4.0
83,210,3.0127111121402885,2.9853663616562205,3.5
462,122,3.446398663058844,3.049662097856831,4.0
416,486,3.0633940850315002,2.9815129639140654,1.0
482,971,2.9711588373299067,2.9749714714529016,5.0
248,256,3.1796805656596967,2.9435466879688272,1.0
247,156,2.7929846238565674,2.949641259856968,2.0
299,999,3.1011516374313848,3.02050297285075,1.0
338,778,2.742676862163906,2.993970358841824,4.0
45,250,3.2453622101494792,2.961288892452135,5.0
160,246,2.9192436792489955,3.021878729988723,4.0
435,360,2.947833521060707,2.9395232062513355,5.0
412,204,3.381639542399098,3.18450809598455,3.0
282,352,3.0276408076028254,3.0089248215051483,1.0
193,589,2.9047336441713947,2.964382290391494,4.0
4,354,3.108087980140707,2.9770932267441554,2.0
152,856,2.955347792145921,2.9929955060034734,5.0
365,991,2.98579012391502,2.9912816058685205,1.0
45,809,3.0080594883091063,2.9892300057582752,5.0
350,570,3.023036133601508,2.976980798024856,3.0
500,327,2.913112615802933,2.945810966878593,3.0
372,515,3.154996112235171,3.0008456198564604,4.0
275,779,2.20244661294547,2.8515725226858795,4.0
72,102,3.001693661782351,2.9800280636794714,4.0
185,933,2.743691831411966,2.9556793118827427,1.0
304,731,2.9200139421638225,2.969165319628411,5.0
8,52,3.089855731648243,2.9853663616562205,5.0
10,41,2.899171308920589,2.96702575002615,5.0
137,771,2.8296472691884245,2.998767130498058,4.0
261,933,2.72787305990351,2.9673264415229466,2.0
165,943,2.9053023723666516,2.9948131040519006,5.0
120,529,3.057810460449708,3.02105796444378,4.0
489,577,3.0232789059421576,2.9825290062617373,1.0
192,823,3.078105033298387,3.019997152085881,4.0
68,853,3.0779653436504986,3.006145274257608,2.0
47,875,3.0179329252174436,2.9885667169288195,3.0
244,190,2.861344561343271,2.977762742692258,1.0
125,165,2.8082613543095905,2.985261527875559,3.0
183,785,2.817217185340467,2.9404512216844036,3.0
440,530,2.721121243310771,3.0077991836063496,2.0
27,20,2.9566174147424156,2.989075903736024,4.0
211,381,2.9169032499639016,2.973974468189929,1.0
30,904,3.1067020867113198,3.0010992881095864,3.0
463,565,2.9483163708155247,2.9785155782377126,1.0
100,458,2.991917223155493,2.986394318863222,4.0
102,796,2.8713964223004567,2.9733786333548546,3.0
386,42,2.945330567149481,2.985986925083269,4.0
348,583,2.7447162146511466,2.9430605615798187,4.0
244,129,2.8906898082662877,2.9764326983204437,5.0
444,35,2.935283841505412,3.0092361227034483,2.0
429,486,3.0719981217050356,2.976365007528646,5.0
10,674,2.9893113333283368,3.00068526885484,3.0
193,403,3.134391498209933,2.9842668055348396,3.0
92,700,2.958028705571893,2.9874671608074386,4.0
87,571,3.0130974513946702,2.9853663616562205,5.0
103,791,3.0310792982235557,2.9595850997792406,1.0
145,654,3.068841127503688,2.976298460802985,1.0
167,472,2.9042466452812765,2.988604004049275,5.0
311,695,2.9693155531648276,2.997826514782751,5.0
350,584,3.0489694535530747,2.9918335534535827,4.0
259,999,3.15361836227694,3.0185782174322884,2.0
350,18,3.177719177544949,2.9827939214702495,2.0
474,49,3.015029071092888,3.0032494103974017,1.0
226,301,3.2077904897059413,3.1297850988884317,2.0
231,648,2.9248428833059252,3.0092361227034483,3.0
91,255,2.9477184170259396,2.9828249504324207,4.0
57,164,2.964492353131568,3.009989290372356,2.0
491,605,3.0109086868816624,2.99234073289284,1.5
385,160,2.9340276693360163,2.9748818527838887,2.0
278,968,3.24602899859888,3.139737399163556,4.0
230,571,3.0204768737175707,2.9916351967801207,2.0
341,697,3.138343642803437,2.9662697052442333,2.0
397,579,3.070732555253186,2.9751040733766456,3.0
170,978,2.851349638550795,2.9655434637218274,4.0
221,181,2.739191399839243,2.955998941275829,1.0
222,546,2.953341677325954,2.9781097812293096,3.0
9,602,2.872610840904585,2.955530131139533,2.0
254,983,3.674464952095449,3.1265755152705723,4.0
149,850,3.100839610438168,3.0033036742986674,2.0
449,856,2.940636843879034,2.998935036608567,1.0
219,615,3.1342112026656284,3.0065874322482413,3.0
421,960,3.0191291879380877,2.9970233982794285,1.0
362,157,3.014244194205386,3.003857730721991,3.0
398,740,3.3085777108514107,2.939370780234455,5.0
110,722,3.0324820983497234,2.9781097812293096,3.0
41,215,2.9426355647599114,2.976572812433822,2.0
134,715,2.9355174237235424,2.986377108150325,5.0
105,557,3.135220255214391,2.998611422162063,3.0
4,36,3.004418071986278,2.9770932267441554,4.0
142,97,2.944036656775451,2.9905703552868115,5.0
264,803,3.026393980460404,2.959811601291357,2.0
429,315,2.877304405794163,2.9056887503929563,5.0
364,177,3.6922155139748587,2.9921910948926413,4.0
39,564,3.3977618562203014,2.9999116357180635,2.0
195,818,3.1337260056555283,3.012020287789572,5.0
62,389,3.0520944652837128,3.0239152916009955,4.0
448,833,2.9454434995081864,2.983468207798333,5.0
249,79,3.051309862019984,2.9968161694336395,4.0
334,80,2.760941377257369,2.9722558777332706,2.0
436,717,2.9189180047904855,2.93039828214431,3.0
453,820,3.241196440181215,2.9646303016161126,4.0
365,120,2.9850175335642186,2.983260485574673,2.0
265,594,3.0221045425221758,2.999619591344357,4.0
73,862,3.183950596440047,2.994787071763108,5.0
98,218,2.997253542916626,3.0004861134962977,2.0
365,141,2.894834162763258,2.9826905257624565,5.0
344,864,2.782931116897912,2.988754319243025,4.0
33,346,2.9429058313278427,2.9964074428634753,4.0
153,568,3.289514863840032,3.1337941747308777,5.0
89,303,2.8378754961047123,2.9747613921435145,1.0
72,995,2.9140914564652665,2.966717959072236,2.0
74,636,3.2485283456649605,3.0200895265539964,5.0
456,4,2.897454852797739,2.9973042003663037,3.0
215,770,3.200941247728807,3.0031510998342252,1.0
485,460,2.9578014859928894,2.92866296689865,2.0
383,657,2.9980308742131663,3.0048990028717752,4.0
80,689,2.9205282940835313,2.9999369934084825,3.0
312,119,2.9432440131848683,2.964994170415477,5.0
250,970,3.0981641647414326,3.005443289862001,3.0
463,217,2.6720388606889323,2.96798941596882,3.5
119,574,2.909350333271955,2.9879518731506733,1.0
166,227,3.247909211828435,3.039470288855926,3.0
375,424,2.957337542075063,2.9574245166313586,4.0
293,829,3.033200536449261,3.0012347217064104,2.0
484,747,3.2323443255923126,3.0116153159989376,2.0
229,262,2.660634437337008,2.943656692525057,1.0
147,618,2.97509934860538,2.99522069000181,5.0
422,483,2.9097168667589712,2.995231850643191,4.0
250,801,3.4416755052379853,2.9744266345654484,5.0
222,901,2.39018726905075,2.8587049438934065,1.0
457,661,2.89788973422653,2.9957460370701097,2.0
2,753,2.985740803017558,2.9904195093655814,4.0
228,486,3.083559094616261,2.9779460773149844,5.0
342,116,3.242406762139607,2.9511836568542735,1.0
310,347,3.418815041555811,3.0436391266733653,1.0
168,864,2.804646731220163,2.9255294863969343,1.0
415,737,2.9119810480351602,2.96942107758713,1.0
296,787,3.1987947596835546,2.9916428551310332,4.0
183,489,2.425896392918606,2.92927976723505,4.0
482,59,2.9711588373299067,2.9749714714529016,1.0
314,822,3.4221949210062306,2.9453500613225203,4.0
343,886,3.1405319134404213,2.992348915919587,2.0
32,114,2.987879864858548,2.9988942825979,3.0
230,802,3.2082332565532137,3.0056440326389344,4.0
452,29,2.762749961018189,2.9767749314149383,2.0
324,733,2.6950534075087105,2.953015095589649,3.0
251,901,2.3897963526233936,2.8465520931428356,2.0
81,996,2.9594048253007106,2.992386199020905,3.0
480,292,2.882522513782891,2.989943537315972,4.0
294,252,2.9061881664461238,2.9851786652763805,1.0
59,913,2.9587337059133314,2.9695958142771275,2.0
113,467,2.7759744994372886,2.9990477456948486,3.0
196,384,3.0389019731183042,2.9008463376802482,1.0
165,896,2.869068710652251,2.9824852532089263,3.0
50,922,3.2974005561468274,2.9435466879688272,3.5
159,871,2.8553957174197233,2.937204208385685,1.0
375,722,3.0334447788522367,2.963503235143953,4.0
277,962,3.0519898656448174,3.0082383311015666,4.0
141,70,2.9566052232722457,2.983851670885338,4.0
355,600,2.972636414576927,2.9857944366892286,1.0
487,203,3.0093671136857156,2.983840969697834,3.0
103,6,2.8168979176259246,2.9369261315537796,5.0
199,911,3.321957975454546,2.99234073289284,5.0
