user_id,age,gender,occupation,zip_code
249,42,M,artist,84767
250,45,F,scientist,43204
251,35,M,writer,40554
252,51,F,scientist,37450
253,66,M,analyst,22889
254,38,M,manager,35584
255,38,M,doctor,29896
256,40,M,developer,60528
257,68,F,scientist,57211
258,29,F,scientist,22921
259,37,M,writer,22582
260,33,M,developer,17078
261,48,F,lawyer,70662
262,54,M,engineer,59937
263,52,F,nurse,80633
264,69,F,manager,93898
265,28,M,artist,76550
266,38,F,artist,69796
267,71,M,sales,41364
268,18,M,engineer,79412
269,40,F,designer,85144
270,63,F,nurse,69922
271,24,M,accountant,69835
272,49,F,lawyer,93187
273,44,F,scientist,49944
274,63,M,sales,19249
275,53,F,teacher,13098
276,55,F,teacher,44227
277,47,F,manager,14016
278,25,M,artist,74187
279,39,M,developer,32970
280,16,F,scientist,63158
281,59,F,developer,50561
282,17,M,teacher,90015
283,35,F,accountant,19425
284,45,M,doctor,88189
285,55,M,artist,59019
286,73,F,designer,70307
287,49,F,writer,67261
288,45,M,student,43905
289,43,M,doctor,39695
290,55,M,scientist,87124
291,42,F,doctor,95713
292,46,F,sales,10502
293,68,M,designer,38397
294,19,M,designer,22831
295,32,M,sales,58858
296,47,M,engineer,43741
297,41,M,designer,23811
298,29,F,manager,50782
299,69,M,analyst,23904
300,41,M,writer,69311
301,22,F,scientist,70990
302,37,M,engineer,21568
303,74,M,developer,62260
304,23,M,lawyer,24445
305,27,M,student,70555
306,23,M,engineer,86402
307,18,F,sales,51810
308,19,M,artist,56919
309,50,F,teacher,65040
310,68,M,lawyer,68046
311,20,M,developer,60596
312,19,M,manager,29109
313,25,M,analyst,80182
314,48,F,manager,62174
315,45,F,teacher,85533
316,67,F,developer,65918
317,48,F,teacher,36485
318,41,M,analyst,74125
319,57,M,accountant,34689
320,35,M,developer,19974
321,40,F,analyst,48289
322,62,M,sales,33441
323,61,M,doctor,45374
324,21,M,scientist,35288
325,33,M,developer,40515
326,50,F,sales,41842
327,36,F,teacher,71962
328,29,M,developer,10923
329,33,F,accountant,60079
330,65,M,artist,16275
331,69,M,writer,45341
332,53,M,student,50435
333,64,M,artist,95206
334,58,F,student,78407
335,17,F,nurse,81811
336,53,M,artist,50063
337,30,F,artist,28696
338,74,F,designer,14095
339,44,F,nurse,69639
340,34,F,analyst,34079
341,44,M,artist,39275
342,55,M,doctor,54819
343,41,F,lawyer,95341
344,67,F,doctor,14769
345,22,F,analyst,12401
346,21,M,writer,48040
347,22,F,developer,29883
348,22,M,nurse,80026
349,55,F,sales,31005
350,56,M,manager,87660
351,64,F,developer,40515
352,68,F,doctor,77457
353,46,F,manager,44861
354,37,M,analyst,67047
355,35,F,teacher,68715
356,34,M,scientist,91578
357,49,F,writer,23231
358,27,M,doctor,54846
359,19,F,analyst,27497
360,71,M,engineer,14555
361,42,M,doctor,65841
362,56,F,writer,22656
363,43,M,lawyer,44603
364,42,F,engineer,90883
365,49,F,designer,69542
366,73,M,doctor,95930
367,43,M,engineer,92139
368,63,M,teacher,65360
369,60,M,scientist,59484
370,37,M,artist,70504
371,37,F,lawyer,59982
372,30,M,artist,27419
373,69,F,sales,37447
374,25,F,analyst,91753
375,16,M,artist,45645
376,27,F,analyst,67285
377,47,M,doctor,72511
378,45,F,doctor,65844
379,36,M,manager,91321
380,53,F,analyst,69198
381,22,F,designer,69667
382,32,F,doctor,38176
383,73,F,manager,28484
384,28,F,accountant,73466
385,33,M,lawyer,18226
386,26,M,lawyer,32924
387,42,F,artist,84986
388,41,M,sales,59822
389,24,M,accountant,50136
390,37,M,doctor,44304
391,25,M,doctor,11011
392,32,M,nurse,35610
393,35,M,analyst,31945
394,34,F,accountant,57044
395,28,M,doctor,28472
396,41,M,doctor,76633
397,61,M,accountant,46959
398,49,F,analyst,22195
399,74,F,analyst,29172
400,64,F,teacher,11096
401,55,F,artist,10228
402,58,F,doctor,82415
403,27,M,student,73448
404,34,M,doctor,36196
405,23,F,analyst,54445
406,31,F,doctor,37169
407,26,F,sales,97531
408,38,M,student,31940
409,45,M,sales,69473
410,26,F,accountant,81359
411,64,M,analyst,43096
412,53,M,sales,19047
413,46,F,student,37220
414,74,F,accountant,57953
415,72,M,doctor,71636
416,31,M,developer,67092
417,44,M,student,92701
418,23,F,engineer,94543
419,36,F,analyst,61371
420,48,M,engineer,11494
421,63,M,scientist,24391
422,70,F,designer,57171
423,41,F,teacher,64607
424,54,F,nurse,27547
425,33,M,accountant,29501
426,15,F,writer,13386
427,38,M,student,82597
428,58,M,writer,20996
429,52,M,doctor,75827
430,57,M,teacher,43144
431,36,F,scientist,35724
432,43,M,writer,72464
433,21,M,engineer,43142
434,40,M,nurse,57522
435,19,M,writer,90341
436,22,F,engineer,27183
437,36,F,teacher,41739
438,74,F,analyst,72552
439,29,M,scientist,61496
440,60,F,nurse,78171
441,64,M,sales,17140
442,38,F,manager,22744
443,21,F,designer,61363
444,53,M,scientist,90157
445,32,F,accountant,81047
446,60,F,sales,60153
447,51,M,scientist,49394
448,24,F,student,70128
449,37,M,artist,46940
450,35,F,student,14645
451,26,F,analyst,63933
452,22,F,artist,16636
453,48,F,doctor,44366
454,44,M,developer,39076
455,60,F,sales,50554
456,37,F,developer,21506
457,36,M,writer,12514
458,66,F,engineer,61145
459,48,F,scientist,18328
460,50,F,developer,87725
461,50,M,student,18038
462,30,M,teacher,18514
463,38,F,writer,67497
464,47,M,designer,70809
465,67,M,engineer,60566
466,72,M,developer,53560
467,49,F,analyst,90827
468,38,M,teacher,63869
469,50,M,doctor,17784
470,31,F,analyst,67435
471,59,F,doctor,37095
472,24,M,writer,92187
473,25,F,lawyer,35437
474,49,M,scientist,75530
475,29,F,sales,82478
476,50,M,designer,45800
477,44,M,student,15830
478,73,F,doctor,20858
479,20,F,sales,21630
480,43,M,scientist,46766
481,60,M,manager,24808
482,72,M,manager,97219
483,23,F,developer,30412
484,55,F,developer,89386
485,38,M,sales,10003
486,44,F,analyst,70971
487,31,M,developer,57872
488,31,F,writer,52262
489,42,F,teacher,70543
490,35,M,teacher,93798
491,71,F,manager,32926
492,39,M,doctor,82015
493,57,M,sales,25590
494,15,M,engineer,89787
495,50,M,lawyer,58152
496,37,F,student,19715
497,65,F,artist,62251
498,64,M,writer,52293
499,38,M,manager,31870
500,52,F,engineer,19039
501,57,M,teacher,80664
502,39,F,student,54569
503,55,M,designer,37985
504,71,F,doctor,83372
505,43,F,nurse,29934
506,35,M,doctor,63290
507,31,F,developer,51590
508,72,F,doctor,89908
509,26,F,teacher,61955
510,27,M,accountant,75223
511,35,M,analyst,38558
512,71,F,sales,65076
513,35,M,student,51259
514,47,M,designer,69772
515,60,F,designer,93040
516,47,F,engineer,25548
517,71,F,developer,39574
518,30,F,scientist,59365
519,69,F,teacher,37885
520,66,M,teacher,75132
521,69,F,nurse,69775
522,49,M,developer,22615
523,72,F,accountant,94894
524,17,M,nurse,35789
525,20,F,nurse,62744
526,15,M,lawyer,50142
527,62,M,artist,15943
528,58,M,artist,28508
529,74,M,nurse,45739
530,55,F,doctor,78205
531,26,F,teacher,77277
532,74,F,manager,14149
533,44,M,lawyer,92980
534,74,M,manager,66576
535,59,M,lawyer,59601
536,34,F,teacher,49881
537,36,F,analyst,22708
538,56,M,manager,33925
539,38,M,analyst,28835
540,32,M,teacher,12243
541,56,F,student,31455
542,28,F,engineer,18732
543,31,M,student,63480
544,55,M,manager,60184
545,62,M,nurse,52959
546,16,M,artist,85508
547,18,F,sales,95994
548,60,M,accountant,76911
549,46,F,manager,94372
550,48,M,sales,23594
551,45,F,engineer,89533
552,15,F,scientist,70057
553,17,F,doctor,16431
554,61,F,engineer,17291
555,74,M,teacher,34057
556,69,M,engineer,65469
557,28,F,artist,98041
558,30,F,teacher,82835
559,17,M,developer,48849
560,45,M,manager,57278
561,34,F,developer,50422
562,39,M,analyst,83560
563,49,M,scientist,84406
564,66,F,developer,11417
565,72,F,nurse,94985
566,30,M,nurse,10400
567,27,M,analyst,20619
568,34,F,lawyer,54448
569,72,M,teacher,26948
570,60,F,engineer,89777
571,21,F,artist,19541
572,51,M,doctor,91621
573,45,F,nurse,68656
574,58,M,lawyer,91070
575,30,F,scientist,70729
576,69,F,writer,57777
577,54,M,doctor,31544
578,62,M,analyst,69262
579,35,M,sales,76428
580,54,M,manager,63817
581,28,M,doctor,25730
582,60,M,artist,76300
583,34,M,teacher,63365
584,26,F,artist,75543
585,30,F,accountant,80521
586,52,F,sales,50327
587,70,F,scientist,78067
588,24,F,writer,47152
589,44,F,analyst,76898
590,72,F,manager,86299
591,54,F,nurse,28092
592,32,F,teacher,22578
593,64,M,analyst,41693
594,37,F,student,90271
595,72,F,developer,95598
596,45,M,student,41881
597,39,M,manager,95381
598,71,F,sales,38759
599,22,M,student,53998
600,50,M,writer,24774
601,69,F,analyst,98937
602,27,M,nurse,87571
603,37,M,scientist,90731
604,25,F,teacher,97466
605,20,F,manager,43547
606,39,M,teacher,41831
607,60,M,nurse,67030
608,43,M,nurse,67358
609,26,M,manager,38687
610,31,M,writer,66003
611,45,M,accountant,14490
612,69,F,manager,69942
613,53,M,lawyer,47937
614,21,M,designer,71669
615,57,M,doctor,30631
616,61,F,developer,29445
617,22,M,sales,34519
618,27,M,developer,41195
619,20,M,analyst,54851
620,69,M,manager,10077
621,67,M,lawyer,79799
622,40,F,accountant,30894
623,20,F,engineer,43174
624,24,F,scientist,84448
625,47,M,analyst,43579
626,38,M,designer,19603
627,67,M,engineer,78978
628,48,M,nurse,44340
629,65,M,student,12017
630,62,M,accountant,45533
631,34,F,student,29491
632,45,F,sales,25879
633,55,M,engineer,72029
634,61,F,scientist,40744
635,41,F,artist,66272
636,50,M,artist,47678
637,46,M,artist,30915
638,72,M,accountant,88901
639,26,F,student,55388
640,53,F,artist,50601
641,67,F,nurse,98123
642,69,M,nurse,59381
643,48,M,manager,15671
644,45,M,engineer,46959
645,22,M,teacher,26289
646,41,M,manager,71360
647,27,M,lawyer,61356
648,59,F,doctor,99200
649,46,M,writer,20249
650,56,M,developer,25387
651,28,M,teacher,95154
652,69,F,student,83742
653,49,M,student,57019
654,43,M,developer,69688
655,56,M,student,58321
656,40,M,teacher,86236
657,58,M,developer,78292
658,54,F,writer,26780
659,40,M,engineer,22321
660,71,F,lawyer,32511
661,35,M,nurse,85958
662,50,F,doctor,76062
663,23,M,accountant,48146
664,61,F,accountant,78140
665,52,M,doctor,28425
666,33,M,analyst,51993
667,59,F,engineer,29060
668,52,F,accountant,11651
669,40,M,engineer,47045
670,58,F,lawyer,92826
671,20,F,nurse,19086
672,52,M,teacher,21166
673,42,F,artist,98232
674,59,M,scientist,76938
675,20,F,lawyer,36631
676,20,M,writer,30708
677,20,M,manager,45400
678,55,F,manager,42469
679,60,F,manager,73666
680,25,M,lawyer,40425
681,46,F,accountant,84850
682,16,M,sales,44816
683,21,F,sales,31460
684,43,M,manager,20555
685,73,F,analyst,23637
686,23,M,designer,20464
687,67,M,accountant,26146
688,53,F,lawyer,38091
689,62,F,student,84495
690,20,F,analyst,74348
691,74,M,doctor,99216
692,27,M,teacher,91006
693,72,F,analyst,18079
694,69,M,lawyer,70390
695,58,M,student,98849
696,18,F,writer,41926
697,58,M,artist,60695
698,47,F,nurse,97369
699,34,M,analyst,11192
700,17,F,student,14274
701,43,F,teacher,67216
702,62,M,accountant,96630
703,72,M,writer,54382
704,52,F,scientist,39689
705,63,M,scientist,64442
706,54,F,nurse,53022
707,36,M,manager,26077
708,39,M,analyst,37787
709,27,M,designer,49454
710,29,F,doctor,61327
711,15,M,analyst,59267
712,29,M,lawyer,19065
713,15,M,analyst,55326
714,28,M,developer,54126
715,68,M,student,46766
716,62,M,artist,80799
717,60,F,sales,97556
718,46,M,writer,65320
719,69,F,doctor,85334
720,59,F,artist,64481
721,52,F,teacher,60989
722,74,M,sales,74384
723,30,F,sales,65786
724,48,F,scientist,84521
725,53,F,nurse,85678
726,48,F,engineer,86598
727,44,F,writer,63136
728,38,M,sales,72870
729,47,M,scientist,59272
730,18,M,developer,11018
731,21,M,engineer,41216
732,46,F,designer,78337
733,50,M,teacher,67939
734,47,F,manager,10052
735,21,M,manager,95259
736,24,M,teacher,47021
737,61,M,developer,17356
738,24,F,manager,52263
739,57,F,accountant,17183
740,66,M,manager,72610
741,34,M,engineer,82503
742,71,M,engineer,48506
743,64,M,developer,60203
744,34,M,nurse,56573
745,38,F,scientist,58777
746,15,F,designer,24012
747,48,F,writer,65416
748,33,M,engineer,19362
749,18,F,manager,74558
750,60,F,student,67038
751,32,F,manager,24715
752,47,F,artist,72663
753,52,F,engineer,51077
754,37,M,nurse,66529
755,38,M,scientist,23882
756,17,M,doctor,51944
757,42,M,analyst,85002
758,34,F,teacher,43504
759,43,M,artist,18648
760,36,F,engineer,80766
761,33,F,manager,38257
762,44,M,designer,96443
763,31,F,designer,67791
764,31,M,manager,84800
765,40,M,designer,43127
766,26,M,accountant,85208
767,28,F,analyst,98664
768,54,F,artist,59961
769,56,F,manager,15621
770,36,F,analyst,65241
771,48,F,doctor,70241
772,70,M,sales,46607
773,63,M,scientist,42573
774,40,F,student,94647
775,21,M,writer,39046
776,36,M,sales,49364
777,43,F,student,26192
778,57,M,doctor,93680
779,23,F,artist,32329
780,18,M,sales,63533
781,30,M,teacher,32426
782,54,M,lawyer,39718
783,16,M,teacher,67893
784,31,F,doctor,32300
785,17,F,analyst,38570
786,45,F,nurse,60241
787,62,M,lawyer,36618
788,33,F,teacher,97854
789,45,F,doctor,10460
790,23,M,doctor,11574
791,26,M,artist,71302
792,35,F,sales,25036
793,58,M,lawyer,24513
794,55,M,student,53710
795,21,M,manager,27770
796,69,M,teacher,10425
797,26,M,writer,72442
798,43,M,teacher,94709
799,34,M,sales,33885
800,44,M,student,98425
801,38,F,nurse,64808
802,73,F,accountant,47236
803,70,F,sales,52203
804,39,M,teacher,61589
805,73,M,student,68821
806,19,M,engineer,24824
807,49,M,teacher,44850
808,53,M,nurse,92464
809,41,F,student,97578
810,45,M,nurse,15214
811,57,F,scientist,42027
812,43,M,manager,89695
813,42,M,accountant,18689
814,39,F,sales,20753
815,22,M,teacher,43143
816,19,F,designer,80759
817,48,M,student,70757
818,16,F,writer,65827
819,27,M,doctor,82992
820,57,F,nurse,87239
821,53,F,engineer,93252
822,56,F,lawyer,40322
823,49,F,accountant,96699
824,47,F,developer,33337
825,47,M,accountant,19675
826,32,F,artist,47209
827,17,F,doctor,12763
828,29,F,engineer,79703
829,20,M,nurse,49584
830,22,M,engineer,24423
831,53,F,artist,39844
832,58,F,sales,81866
833,73,F,nurse,72948
834,18,M,writer,52870
835,37,M,nurse,64308
836,21,F,teacher,89641
837,25,F,sales,27906
838,32,M,doctor,73157
839,29,M,designer,41403
840,56,M,nurse,81553
841,56,F,developer,65613
842,33,M,artist,63977
843,69,F,teacher,67215
844,27,M,sales,24716
845,39,M,analyst,20045
846,60,M,teacher,41040
847,32,F,engineer,68864
848,72,M,student,85800
849,70,F,sales,36087
850,42,M,manager,80489
851,68,M,designer,44147
852,51,F,sales,62704
853,57,M,analyst,64475
854,20,F,student,78770
855,33,F,developer,17144
856,73,M,nurse,37758
857,72,M,manager,55180
858,49,F,scientist,51460
859,62,F,manager,15351
860,15,M,lawyer,83997
861,25,M,nurse,48760
862,71,M,student,69930
863,63,F,sales,26231
864,25,F,designer,41244
865,24,M,lawyer,91068
866,24,M,manager,22506
867,73,F,manager,93985
868,43,F,student,19671
869,36,M,doctor,92926
870,35,F,teacher,68447
871,44,F,nurse,92040
872,37,M,lawyer,71713
873,56,F,analyst,50401
874,52,F,artist,27798
875,47,M,manager,34705
876,43,F,nurse,39201
877,48,M,lawyer,65663
878,47,M,analyst,75410
879,44,M,doctor,44574
880,36,M,writer,96887
881,73,M,manager,48082
882,71,M,engineer,48485
883,18,M,nurse,77697
884,21,F,accountant,13145
885,72,F,sales,29705
886,71,M,writer,35659
887,24,M,teacher,41587
888,66,M,sales,84565
889,64,F,analyst,25769
890,56,M,artist,86498
891,49,M,designer,17669
892,33,F,engineer,74798
893,65,M,engineer,11720
894,63,F,artist,43879
895,52,M,doctor,61589
896,57,F,artist,29901
897,61,M,lawyer,72194
898,53,F,lawyer,48120
899,24,F,sales,60798
900,39,F,student,46671
901,44,F,manager,93175
902,23,M,manager,64859
903,15,M,lawyer,36642
904,66,F,nurse,29876
905,53,M,lawyer,92170
906,64,M,analyst,79617
907,36,F,lawyer,20696
908,32,F,teacher,91258
909,60,F,engineer,38172
910,19,M,lawyer,37055
911,64,F,artist,79026
912,33,M,designer,53491
913,59,F,doctor,96006
914,67,M,engineer,32497
915,36,F,accountant,39550
916,38,F,manager,83431
917,43,M,accountant,54800
918,25,F,designer,77188
919,46,F,writer,82726
920,61,F,developer,54292
921,47,F,student,57809
922,55,F,writer,26043
923,22,M,accountant,58670
924,69,F,analyst,40544
925,67,M,scientist,87218
926,60,F,lawyer,67792
927,69,M,engineer,97822
928,51,M,lawyer,89313
929,19,M,designer,50316
930,54,F,manager,93849
931,35,F,developer,49812
932,16,M,sales,96230
933,20,M,teacher,34586
934,52,M,analyst,71987
935,20,F,lawyer,75286
936,55,F,teacher,17956
937,68,M,analyst,10189
938,44,M,manager,60977
939,49,M,manager,80903
940,38,M,sales,59111
941,71,M,designer,13496
942,56,M,lawyer,33240
943,20,F,accountant,15624
944,72,M,artist,66380
945,23,F,scientist,25154
946,20,F,lawyer,31402
947,40,M,teacher,60867
948,19,F,nurse,50006
949,20,M,sales,93623
950,32,F,artist,68047
951,52,M,lawyer,92149
952,58,F,sales,25919
953,22,F,developer,24387
954,41,M,doctor,93553
955,55,M,lawyer,66278
956,49,F,scientist,29754
957,56,M,writer,75408
958,30,M,nurse,44930
959,63,F,developer,75285
960,50,M,designer,82153
961,29,F,doctor,77785
962,37,F,developer,70668
963,38,F,designer,87253
964,33,F,artist,31898
965,49,F,artist,78793
966,46,M,analyst,86553
967,33,F,designer,97022
968,73,M,sales,93637
969,61,F,writer,74306
970,19,F,lawyer,56749
971,39,F,teacher,13618
972,73,F,artist,71174
973,23,F,designer,21549
974,59,F,developer,75548
975,70,F,engineer,75907
976,60,M,nurse,63664
977,27,F,teacher,87470
978,15,F,designer,14415
979,32,M,teacher,96132
980,43,M,nurse,23821
981,33,M,artist,96961
982,56,M,lawyer,28784
983,31,F,manager,32560
984,31,F,artist,68890
985,57,F,lawyer,95276
986,40,F,writer,97009
987,32,M,nurse,50182
988,69,F,designer,67316
989,47,M,student,47156
990,56,F,analyst,53127
991,23,M,writer,22906
992,41,M,doctor,90190
993,73,M,writer,68324
994,64,M,accountant,33283
995,67,M,teacher,13169
996,69,M,teacher,37882
997,64,F,designer,74376
998,62,M,developer,92050
999,34,M,scientist,65910
1000,53,F,nurse,63986
1001,51,M,sales,57086
1002,54,M,scientist,15392
1003,59,F,artist,72632
1004,51,M,nurse,83276
1005,28,F,sales,77353
1006,16,F,student,23621
1007,62,M,sales,52114
1008,65,M,sales,98535
1009,45,M,sales,76008
1010,59,M,engineer,91484
1011,19,F,manager,94643
1012,29,M,designer,91789
1013,35,M,accountant,95551
1014,47,M,accountant,64303
1015,29,M,developer,13299
1016,23,F,doctor,35362
1017,17,F,designer,10927
1018,33,M,doctor,20927
1019,55,F,sales,83438
1020,36,M,analyst,45504
1021,25,M,developer,72401
1022,71,M,doctor,25865
1023,29,M,teacher,93645
1024,44,F,lawyer,37519
1025,52,F,doctor,66446
1026,44,M,nurse,80245
1027,53,M,doctor,67201
1028,45,F,manager,46911
1029,47,F,lawyer,47302
1030,42,M,sales,10486
1031,25,M,developer,33067
1032,24,M,lawyer,55770
1033,21,M,scientist,54775
1034,16,F,manager,80128
1035,20,F,student,20836
1036,68,M,nurse,14373
1037,24,F,sales,78350
1038,71,F,lawyer,95895
1039,15,F,scientist,90096
1040,20,F,writer,96968
1041,54,M,designer,95082
1042,25,M,teacher,52427
1043,73,F,artist,67049
1044,31,M,artist,88615
1045,36,M,analyst,39389
1046,17,F,nurse,42316
1047,35,F,doctor,38339
1048,65,M,developer,84811
1049,55,M,writer,57481
1050,22,M,scientist,16727
1051,21,M,nurse,22307
1052,38,F,lawyer,48911
1053,39,M,artist,87570
1054,63,F,analyst,52910
1055,61,F,artist,55816
1056,23,F,artist,14879
1057,71,F,engineer,10240
1058,70,F,nurse,63816
1059,39,M,designer,21376
1060,46,M,writer,51673
1061,39,M,scientist,86809
1062,47,M,writer,70143
1063,32,M,nurse,24306
1064,44,M,doctor,80886
1065,62,M,engineer,42255
1066,59,M,doctor,64020
1067,33,M,nurse,23509
1068,69,M,lawyer,34481
1069,62,M,developer,53053
1070,48,M,designer,53646
1071,39,M,sales,79027
1072,66,M,sales,35488
1073,34,M,manager,76069
1074,44,M,engineer,19292
1075,68,F,sales,94001
1076,27,M,developer,49081
1077,54,F,designer,43365
1078,32,M,developer,49612
1079,25,M,developer,88293
1080,39,M,student,64622
1081,44,M,engineer,75086
1082,21,F,artist,80932
1083,68,F,scientist,90288
1084,42,M,nurse,24300
1085,17,M,developer,22743
1086,40,M,student,37507
1087,70,M,analyst,24687
1088,43,M,student,22189
1089,55,F,teacher,20734
1090,57,M,artist,34451
1091,27,F,artist,38744
1092,27,F,manager,26878
1093,65,M,writer,69168
1094,42,M,teacher,19157
1095,33,F,nurse,59421
1096,74,M,accountant,74461
1097,33,F,engineer,20662
1098,16,F,doctor,67273
1099,41,F,student,75565
1100,39,F,doctor,31429
1101,68,F,teacher,72400
1102,54,M,teacher,12946
1103,72,M,writer,22673
1104,39,M,engineer,58744
1105,53,M,analyst,40594
